"sip","sport","dip","dport","proto","first_timestamp","total_time","pkt_fwd_count","pl_fwd_count","last_timestamp_fwd","pl_len_fwd_mean","pl_len_fwd_stdev","pl_len_fwd_total","pl_len_fwd_min","pl_len_fwd_max","pkt_len_fwd_mean","pkt_len_fwd_stdev","pkt_len_fwd_total","pkt_len_fwd_min","pkt_len_fwd_max","pkt_bwd_count","pl_bwd_count","last_timestamp_bwd","pl_len_bwd_mean","pl_len_bwd_stdev","pl_len_bwd_total","pl_len_bwd_min","pl_len_bwd_max","pkt_len_bwd_mean","pkt_len_bwd_stdev","pkt_len_bwd_total","pkt_len_bwd_min","pkt_len_bwd_max","dd","dn","dns","ds","application","app","traffic_type","label"
"192.168.0.29",50508,"52.113.194.133",443,6,1721795871436189,12633251,8,3,1721795884068301,326.66666,186.14752,980,74,517,164,194.04317,1312,40,557,14,8,1721795884069440,825.625,644.0592,6605,62,1460,512.6429,634.9588,7177,40,1500,"Microsoft Bing","Microsoft","api.asm.skype.com/s-0006.s-msedge.net","Skype","Skype","Google","Unknown","dns"
"192.168.0.29",50510,"20.73.131.253",443,6,1721795871560074,12539171,12,5,1721795884099245,363.8,362.15875,1819,38,1007,193.58333,293.65244,2323,40,1047,13,9,1721795884096346,806.7778,544.01447,7261,51,1360,599.46155,585.252,7793,40,1400,"Skype","Microsoft","avatar.skype.com/cosmic-westeurope-ns-0bf56c72df3e.trafficmanager.net","Unknown","Skype","Microsoft Teams","Unknown","dns"
"192.168.0.29",50511,"2.16.16.171",443,6,1721795871596057,12482850,13,5,1721795884078907,228,199.79689,1140,31,517,128.61539,165.84819,1672,40,557,16,11,1721795884075339,614.5455,584.0746,6760,24,1460,463.25,561.29297,7412,40,1500,"MSN","Unknown","assets.msn.com/e28578.d.akamaiedge.net","Unknown","MSN","Unknown","Unknown","dns"
"192.168.0.29",50512,"2.16.16.171",443,6,1721795871600194,149505,7,2,1721795871749210,298.5,218.5,597,80,517,127,177.6232,889,40,557,11,6,1721795871749699,731,573.8426,4386,24,1460,439.81818,557.8923,4838,40,1500,"MSN","Unknown","assets.msn.com/e28578.d.akamaiedge.net","Unknown","MSN","Unknown","Unknown","dns"
"192.168.0.29",50513,"52.123.244.5",443,6,1721795871603020,12475904,31,7,1721795884078924,439,388.18146,3073,31,1099,139.51613,260.08545,4325,40,1139,132,129,1721795884076053,1357.7985,319.9865,175156,31,1460,1367.0303,375.1963,180448,40,1500,"Microsoft Teams","Unknown","config.edge.skype.com/svc.ha-teams.office.com","Unknown","Microsoft Teams","Google","Streaming","dns"
"192.168.0.29",50514,"20.73.131.253",443,6,1721795871603259,12486345,9,2,1721795884067802,337.5,179.5,675,158,517,117.666664,162.70355,1059,40,557,10,8,1721795884089604,819.625,593.1916,6557,51,1360,696.9,622.4354,6969,40,1400,"Skype","Microsoft","avatar.skype.com/cosmic-westeurope-ns-0bf56c72df3e.trafficmanager.net","Unknown","Skype","Microsoft Teams","Unknown","dns"
"192.168.0.29",50515,"52.113.194.133",443,6,1721795871604354,12474560,26,11,1721795884078914,287,305.44363,3157,31,998,162.8077,243.42271,4233,40,1038,56,45,1721795884075465,902.26666,596.944,40602,31,1460,765.25,643.8454,42854,40,1500,"Microsoft Bing","Microsoft","api.asm.skype.com/s-0006.s-msedge.net","Skype","Skype","Google","Unknown","dns"
"192.168.0.29",50516,"52.113.194.133",443,6,1721795871604356,145036,8,3,1721795871749392,324.33334,185.39386,973,74,517,163.125,192.8584,1305,40,557,13,8,1721795871677275,828,641.5752,6624,62,1460,550.46155,643.9268,7156,40,1500,"Microsoft Bing","Microsoft","api.asm.skype.com/s-0006.s-msedge.net","Skype","Skype","Google","Unknown","dns"
"192.168.0.29",50517,"52.123.244.5",443,6,1721795871606695,543743,8,3,1721795872150438,325.33334,185.71004,976,74,517,163.5,193.36365,1308,40,557,8,6,1721795871801302,775.5,594.1231,4653,62,1460,623.125,613.0009,4985,40,1500,"Microsoft Teams","Unknown","config.edge.skype.com/svc.ha-teams.office.com","Unknown","Microsoft Teams","Google","Unknown","dns"
"192.168.0.29",50518,"52.113.194.133",443,6,1721795871634745,12434254,10,3,1721795884067824,324.33334,185.39386,973,74,517,140.9,178.1328,1409,40,557,16,10,1721795884068999,860.5,614.4965,8605,62,1460,578.5625,639.3363,9257,40,1500,"Microsoft Bing","Microsoft","api.asm.skype.com/s-0006.s-msedge.net","Skype","Skype","Google","Unknown","dns"
"192.168.0.29",61293,"192.168.0.1",53,17,1721795871654327,90986,2,2,1721795871654327,39,0,78,39,39,67,0,134,67,67,2,2,1721795871745313,210,0,420,210,210,238,0,476,238,238,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",53873,"192.168.0.1",53,17,1721795871654725,19620,2,2,1721795871654725,39,0,78,39,39,67,0,134,67,67,2,2,1721795871674345,239,0,478,239,239,267,0,534,267,267,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",58037,"88.221.92.138",443,17,1721795872150980,902755,32,32,1721795873028396,611.6875,574.7389,19574,31,1250,639.6875,574.7389,20470,59,1278,42,42,1721795873053735,663.8571,566.99835,27882,21,1250,691.8571,566.99835,29058,49,1278,"Microsoft","Unknown","copilot.microsoft.com/e107108.dscx.akamaiedge.net","Unknown","Microsoft","Zoom","Unknown","dns"
"192.168.0.29",50519,"88.221.92.138",443,6,1721795872151183,11917537,9,3,1721795884067822,614.3333,604.8672,1843,80,1460,246.11111,453.0902,2215,40,1500,13,7,1721795884068720,632.1429,583.8574,4425,24,1460,381.30768,531.26996,4957,40,1500,"Microsoft","Unknown","copilot.microsoft.com/e107108.dscx.akamaiedge.net","Unknown","Microsoft","Amazon","Unknown","dns"
"192.168.0.29",56468,"192.168.0.1",53,17,1721795872167271,28786,4,4,1721795872195958,32,0,128,32,32,60,0,240,60,60,4,4,1721795872196057,110,0,440,110,110,138,0,552,138,138,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",58932,"192.168.0.1",53,17,1721795872167272,32761,4,4,1721795872195959,49,0,196,49,49,77,0,308,77,77,4,4,1721795872200033,173,0,692,173,173,201,0,804,201,201,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",56052,"192.168.0.1",53,17,1721795872191391,27820,4,4,1721795872219052,38,0,152,38,38,66,0,264,66,66,4,4,1721795872219211,212,0,848,212,212,240,0,960,240,240,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",50520,"88.221.92.138",443,6,1721795872351412,11717291,9,3,1721795884067829,614.3333,604.8672,1843,80,1460,246.11111,453.0902,2215,40,1500,12,7,1721795884068703,632,583.79987,4424,24,1460,409.66666,543.2945,4916,40,1500,"Microsoft","Unknown","copilot.microsoft.com/e107108.dscx.akamaiedge.net","Unknown","Microsoft","Google","Unknown","dns"
"192.168.0.29",50521,"13.107.42.16",443,6,1721795872558830,1810330,10,4,1721795874368006,241,130.29773,964,24,355,137.6,143.22025,1376,40,395,13,6,1721795874369160,1034,547.7417,6204,99,1460,518.1539,635.0652,6736,40,1500,"Microsoft Onedrive","Microsoft","config.edge.skype.com/l-0007.l-msedge.net","Skype","Skype","Unknown","Unknown","dns"
"192.168.0.29",50522,"20.42.73.27",443,6,1721795872558831,2391030,11,5,1721795874854043,412,528.16705,2060,19,1440,228.36363,410.47385,2512,40,1480,10,7,1721795874949861,745.5714,630.38965,5219,99,1460,563.1,627.42993,5631,40,1500,"Microsoft","Microsoft","pipe.skype.com/onedscolprdeus12.eastus.cloudapp.azure.com","Microsoft","Microsoft","Unknown","Unknown","dns"
"192.168.0.29",50523,"13.107.3.128",443,6,1721795872559631,11517213,18,9,1721795884076844,375.66666,368.6082,3381,38,1163,228.5,320.89636,4113,40,1203,28,17,1721795884073440,571.5294,592.5188,9716,38,1460,387.42856,539.2347,10848,40,1500,"Microsoft Bing","Microsoft","edge.skype.com/s-0001.s-msedge.net","Skype","Skype","Google","Unknown","dns"
"192.168.0.29",53041,"40.99.220.18",443,17,1721795872572374,2802236,46,46,1721795875374610,415.82608,551.7378,19128,39,1250,443.82608,551.7378,20416,67,1278,48,48,1721795874752549,894.4583,530.06573,42934,27,1472,922.4583,530.06573,44278,55,1500,"Microsoft365","MicrosoftOutlook","substrate.office.com/ooc-g2.tm-4.office.com","Unknown","Microsoft365","Unknown","Unknown","dns"
"192.168.0.29",50524,"13.89.179.9",443,6,1721795872628277,11574128,29,20,1721795884202405,820.5,587.62823,16410,27,1440,606.2759,617.8747,17582,40,1480,22,12,1721795884201015,595.9167,622.4309,7151,62,1460,365.5909,546.8247,8043,40,1500,"Microsoft","Microsoft","browser.pipe.aria.microsoft.com/onedscolprdcus09.centralus.cloudapp.azure.com","Microsoft Teams","Microsoft Teams","Amazon","Unknown","dns"
"192.168.0.29",52983,"192.168.0.1",53,17,1721795872703129,44693,4,4,1721795872703446,41,0,164,41,41,69,0,276,69,69,4,4,1721795872747822,115,0,460,115,115,143,0,572,143,143,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",50525,"40.99.220.18",443,6,1721795872703129,11366724,8,3,1721795884068312,325,185.60353,975,74,517,163.375,193.19481,1307,40,557,9,7,1721795884069853,734.4286,639.5656,5141,62,1460,612.55554,640.2059,5513,40,1500,"Microsoft365","MicrosoftOutlook","substrate.office.com/ooc-g2.tm-4.office.com","Unknown","Microsoft365","Unknown","Unknown","dns"
"192.168.0.29",58724,"192.168.0.1",53,17,1721795872703132,42350,2,2,1721795872703132,37,0,74,37,37,65,0,130,65,65,2,2,1721795872745482,145,0,290,145,145,173,0,346,173,173,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",59394,"192.168.0.1",53,17,1721795872703397,40452,2,2,1721795872703397,37,0,74,37,37,65,0,130,65,65,2,2,1721795872743849,177,0,354,177,177,205,0,410,205,205,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",54532,"192.168.0.1",53,17,1721795872703425,105466,2,2,1721795872703425,45,0,90,45,45,73,0,146,73,73,2,2,1721795872808891,110,0,220,110,110,138,0,276,138,138,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",64145,"192.168.0.1",53,17,1721795872703428,5679,2,2,1721795872703428,45,0,90,45,45,73,0,146,73,73,2,2,1721795872709107,143,0,286,143,143,171,0,342,171,171,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",62895,"192.168.0.1",53,17,1721795872703430,15845,2,2,1721795872703430,42,0,84,42,42,70,0,140,70,70,2,2,1721795872719275,106,0,212,106,106,134,0,268,134,134,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",55539,"192.168.0.1",53,17,1721795872703432,4918,2,2,1721795872703432,42,0,84,42,42,70,0,140,70,70,2,2,1721795872708350,123,0,246,123,123,151,0,302,151,151,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",52999,"192.168.0.1",53,17,1721795872703434,27981,2,2,1721795872703434,29,0,58,29,29,57,0,114,57,57,2,2,1721795872731415,290,0,580,290,290,318,0,636,318,318,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",59568,"192.168.0.1",53,17,1721795872703436,21397,2,2,1721795872703436,29,0,58,29,29,57,0,114,57,57,2,2,1721795872724833,207,0,414,207,207,235,0,470,235,235,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",60986,"192.168.0.1",53,17,1721795872703439,42100,2,2,1721795872703439,32,0,64,32,32,60,0,120,60,60,2,2,1721795872745539,250,0,500,250,250,278,0,556,278,278,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",62132,"192.168.0.1",53,17,1721795872703441,4867,2,2,1721795872703441,32,0,64,32,32,60,0,120,60,60,2,2,1721795872708308,164,0,328,164,164,192,0,384,192,192,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",50526,"13.107.3.128",443,6,1721795872703448,11365487,7,2,1721795884067834,337.5,179.5,675,158,517,138.14285,179.27348,967,40,557,12,7,1721795884068935,1013.4286,556.7138,7094,69,1460,632.1667,655.1706,7586,40,1500,"Microsoft Bing","Microsoft","edge.skype.com/s-0001.s-msedge.net","Skype","Skype","Microsoft Teams","Unknown","dns"
"192.168.0.29",50527,"13.89.179.9",443,6,1721795872703450,2150592,8,3,1721795874854042,328.66666,186.83743,986,74,517,164.75,195.07483,1318,40,557,11,8,1721795874418539,824.25,647.65436,6594,62,1460,640.5455,662.20667,7046,40,1500,"Microsoft","Microsoft","browser.pipe.aria.microsoft.com/onedscolprdcus09.centralus.cloudapp.azure.com","Microsoft Teams","Microsoft Teams","Apple Music","Unknown","dns"
"192.168.0.29",50528,"40.99.220.18",443,6,1721795872877798,11193122,8,3,1721795884069835,325,185.60353,975,74,517,163.375,193.19481,1307,40,557,9,7,1721795884070920,734.4286,639.5656,5141,62,1460,612.55554,640.2059,5513,40,1500,"Microsoft365","MicrosoftOutlook","substrate.office.com/ooc-g2.tm-4.office.com","Unknown","Microsoft365","Amazon","Unknown","dns"
"192.168.0.29",53508,"192.168.0.1",53,17,1721795873083194,129,2,2,1721795873083194,30,0,60,30,30,58,0,116,58,58,2,2,1721795873083323,295,0,590,295,295,323,0,646,323,323,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",49319,"192.168.0.1",53,17,1721795873083195,135,2,2,1721795873083195,30,0,60,30,30,58,0,116,58,58,2,2,1721795873083330,212,0,424,212,212,240,0,480,240,240,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",65494,"192.168.0.1",53,17,1721795873091013,22352,2,2,1721795873091013,27,0,54,27,27,55,0,110,55,55,2,2,1721795873113365,133,0,266,133,133,161,0,322,161,161,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",54664,"192.168.0.1",53,17,1721795873091013,29926,2,2,1721795873091013,27,0,54,27,27,55,0,110,55,55,2,2,1721795873120939,91,0,182,91,91,119,0,238,119,119,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",50529,"52.123.133.30",443,6,1721795873125379,10973867,18,10,1721795884099246,321.3,382.27008,3213,38,1301,219.16667,326.2559,3945,40,1341,15,9,1721795884097124,736.8889,654.4612,6632,51,1460,482.93332,621.7833,7244,40,1500,"Skype","Unknown","emea.presence.skype.com/emea.upsconsumer.presence.trafficmanager.net","Unknown","Skype","Viber","Unknown","dns"
"192.168.0.29",50530,"2.22.89.31",443,6,1721795873125603,10945580,17,10,1721795884071183,932,552.45,9320,80,1460,588.94116,623.82477,10012,40,1500,16,8,1721795884068804,646.625,517.34564,5173,24,1460,364.0625,487.72705,5825,40,1500,"Microsoft","Unknown","deff.nelreports.net/a1858.dscd.akamai.net","Unknown","Microsoft","Amazon","Unknown","dns"
"192.168.0.29",50531,"2.16.16.167",443,6,1721795873125604,10973037,210,33,1721795884098641,271.36365,378.31308,8955,31,1460,82.7,179.55368,17367,40,1500,765,756,1721795884092545,1363.951,306.92874,1031147,24,1460,1387.9203,338.65063,1061759,40,1500,"MSN","Unknown","assets.msn.com/e28578.d.akamaiedge.net","Unknown","MSN","Amazon Prime Music","Streaming","dns"
"192.168.0.29",50532,"52.123.133.30",443,6,1721795873164611,830155,5,1,1721795873994766,517,0,517,517,517,145.8,205.65253,729,40,557,6,5,1721795873590711,1192.8,534.3999,5964,124,1460,1036,656.99115,6216,52,1500,"Skype","Unknown","emea.presence.skype.com/emea.upsconsumer.presence.trafficmanager.net","Unknown","Skype","Unknown","Unknown","dns"
"192.168.0.29",62630,"192.168.0.1",53,17,1721795873179129,23106,2,2,1721795873179129,28,0,56,28,28,56,0,112,56,56,2,2,1721795873202235,123,0,246,123,123,151,0,302,151,151,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",60191,"192.168.0.1",53,17,1721795873189767,18554,2,2,1721795873189768,28,0,56,28,28,56,0,112,56,56,2,2,1721795873208321,148,0,296,148,148,176,0,352,176,176,"Unknown","Unknown","Unknown","Unknown","Skype","Skype","Unknown","dns"
"192.168.0.29",50533,"2.22.89.31",443,6,1721795873377962,10693223,9,3,1721795884071185,635,594.8529,1905,80,1460,253,454.9784,2277,40,1500,11,6,1721795884068816,730.1667,573.6466,4381,24,1460,439.36365,557.5125,4833,40,1500,"Microsoft","Unknown","deff.nelreports.net/a1858.dscd.akamai.net","Unknown","Microsoft","Unknown","Unknown","dns"
"192.168.0.29",50534,"2.16.16.167",443,6,1721795873377963,819561,6,2,1721795874197524,878,582,1756,296,1460,334.66666,532.0384,2008,40,1500,7,4,1721795873959880,953.75,588.18805,3815,24,1460,586.7143,647.0025,4107,40,1500,"MSN","Unknown","assets.msn.com/e28578.d.akamaiedge.net","Unknown","MSN","Unknown","Unknown","dns"
"192.168.0.29",50535,"2.16.16.167",443,6,1721795873377964,10693216,9,3,1721795884071180,612,606.0759,1836,80,1460,245.33333,452.92926,2208,40,1500,11,6,1721795884068915,731.3333,573.92267,4388,24,1460,440,558.04517,4840,40,1500,"MSN","Unknown","assets.msn.com/e28578.d.akamaiedge.net","Unknown","MSN","Unknown","Unknown","dns"
"192.168.0.29",54762,"88.221.92.192",443,17,1721795873492713,13690224,316,316,1721795887181441,106.70886,248.7845,33720,31,1250,134.70886,248.7845,42568,59,1278,1442,1442,1721795887182937,1127.387,350.61072,1625692,21,1250,1155.387,350.61053,1666068,49,1278,"Microsoft Bing","Unknown","www.bing.com/e86303.dscx.akamaiedge.net","Unknown","Microsoft Bing","Skype","Streaming","dns"
"192.168.0.29",50536,"2.16.16.167",443,6,1721795873492943,10583911,37,20,1721795884076854,1076.55,559.9989,21531,31,1460,622.2432,675.99884,23023,40,1500,55,44,1721795884075254,1205.9773,471.20828,53063,24,1460,1005,640.2441,55275,40,1500,"MSN","Unknown","assets.msn.com/e28578.d.akamaiedge.net","Unknown","MSN","Amazon Prime Music","Unknown","dns"
"192.168.0.29",65396,"192.168.0.1",53,17,1721795873492998,125,2,2,1721795873492998,29,0,58,29,29,57,0,114,57,57,2,2,1721795873493123,104,0,208,104,104,132,0,264,132,132,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",52439,"192.168.0.1",53,17,1721795873493001,158,2,2,1721795873493001,29,0,58,29,29,57,0,114,57,57,2,2,1721795873493159,145,0,290,145,145,173,0,346,173,173,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",50537,"13.74.129.1",443,6,1721795873533744,10565637,8,3,1721795884067817,636,580.05347,1908,93,1440,280,469.33704,2240,40,1480,10,7,1721795884099381,917.2857,638.79254,6421,51,1460,683.3,678.82825,6833,40,1500,"MSN","Microsoft","c.msn.com/c-msn-com-nsatc.trafficmanager.net","Unknown","MSN","Dailymotion","Unknown","dns"
"192.168.0.29",62178,"192.168.0.1",53,17,1721795873538377,28714,4,4,1721795873566958,39,0,156,39,39,67,0,268,67,67,4,4,1721795873567091,281,0,1124,281,281,309,0,1236,309,309,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",50538,"13.107.21.237",443,6,1721795873574118,10494885,9,4,1721795884067814,606,516.01355,2424,74,1440,312,455.63824,2808,40,1480,18,11,1721795884069003,856,559.6592,9416,62,1460,564.44446,603.4636,10160,40,1500,"MSN","Microsoft","c.bing.com/dual-a-0034.a-msedge.net","Microsoft Bing","Microsoft Bing","Unknown","Unknown","dns"
"192.168.0.29",51131,"88.221.92.192",443,17,1721795873574318,434625,18,18,1721795874008943,735.44446,576.1053,13238,39,1250,763.44446,576.1053,13742,67,1278,16,16,1721795873853105,1159.375,239.77124,18550,525,1250,1187.375,239.77124,18998,553,1278,"Microsoft Bing","Unknown","www.bing.com/e86303.dscx.akamaiedge.net","Unknown","Microsoft Bing","Skype","Unknown","dns"
"192.168.0.29",50540,"2.18.79.135",443,6,1721795873574538,10497742,53,7,1721795884072280,365.42856,470.37976,2558,31,1460,88.49056,210.9766,4690,40,1500,185,180,1721795884070802,1402.0945,253.71268,252377,24,1460,1404.2649,337.86,259789,40,1500,"MSN","Unknown","img-s-msn-com.akamaized.net/a1834.dscg2.akamai.net","Unknown","MSN","Dailymotion","Unknown","dns"
"192.168.0.29",50539,"3.165.206.35",443,6,1721795873574538,10496651,9,3,1721795884071189,620.6667,591.6583,1862,64,1440,248.22223,449.17154,2234,40,1480,11,7,1721795884069497,855,676.4058,5985,17,1440,585.1818,677.5985,6437,40,1480,"Scorecard","Amazon","sb.scorecardresearch.com","Unknown","Scorecard","Dailymotion","Unknown","dns"
"192.168.0.29",50541,"52.123.133.30",443,6,1721795873615308,10474911,8,2,1721795884067836,337.5,179.5,675,158,517,125.875,170.80724,1007,40,557,9,7,1721795884090219,869.1429,682.56573,6084,51,1460,717.3333,700.81366,6456,40,1500,"Skype","Unknown","emea.presence.skype.com/emea.upsconsumer.presence.trafficmanager.net","Unknown","Skype","Unknown","Unknown","dns"
"192.168.0.29",55064,"192.168.0.1",53,17,1721795873865910,74843,4,4,1721795873901641,31,0,124,31,31,59,0,236,59,59,4,4,1721795873940753,154,0,616,154,154,182,0,728,182,182,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",58112,"192.168.0.1",53,17,1721795873865911,43207,4,4,1721795873901619,61,0,244,61,61,89,0,356,89,89,4,4,1721795873909118,156,0,624,156,156,184,0,736,184,184,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",55144,"192.168.0.1",53,17,1721795873865912,54439,4,4,1721795873901615,35,0,140,35,35,63,0,252,63,63,4,4,1721795873920351,229,0,916,229,229,257,0,1028,257,257,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",57622,"52.123.244.5",443,17,1721795873873936,2242383,22,22,1721795876115033,489.36365,575.22253,10766,39,1250,517.36365,575.2225,11382,67,1278,20,20,1721795876116319,1153.9,316.34613,23078,223,1412,1181.9,316.34613,23638,251,1440,"Microsoft Teams","Unknown","config.edge.skype.com/svc.ha-teams.office.com","Unknown","Microsoft Teams","Facebook TV","Streaming","dns"
"192.168.0.29",50542,"204.79.197.203",443,6,1721795873901333,10167685,10,4,1721795884067791,622.5,511.42865,2490,74,1440,292.6,442.56372,2926,40,1480,19,11,1721795884069018,742.2727,566.05145,8165,62,1460,471,564.5698,8949,40,1500,"MSN","Microsoft","api.msn.com/a-0003.a-msedge.net","MSN","MSN","Unknown","Unknown","dns"
"192.168.0.29",50543,"52.123.244.14",443,6,1721795873945957,9827358,13,6,1721795883773315,416.16666,494.83145,2497,38,1460,233.92308,394.16174,3041,40,1500,15,10,1721795883770326,800.4,476.9474,8004,38,1460,574.4,541.45386,8616,40,1500,"Microsoft Teams","Unknown","config.edge.skype.com/svc.ha-teams.office.com","Unknown","Microsoft Teams","Skype","Unknown","dns"
"192.168.0.29",53477,"192.168.0.1",53,17,1721795874047576,148398,4,4,1721795874095345,35,0,140,35,35,63,0,252,63,63,4,4,1721795874195974,249,0,996,249,249,277,0,1108,277,277,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",50544,"4.152.45.235",443,6,1721795874080083,80681944,23628,23622,1721795954762027,1435.239,41.25076,33903216,34,1440,1474.8759,58.919437,34848370,40,1480,5703,6,1721795954759956,902.3333,575.43195,5414,154,1460,40.96195,34.701584,233606,40,1500,"Microsoft","Microsoft","in.appcenter.ms/in2-gw2-02-3d6c3051.eastus2.cloudapp.azure.com","Unknown","Microsoft","Gotomeeting","File Transfer","dns"
"192.168.0.29",50545,"20.123.251.172",443,6,1721795874316565,1879183,7,2,1721795876195748,337.5,179.5,675,158,517,138.14285,179.27348,967,40,557,10,7,1721795875400990,868.8571,630.0859,6082,51,1410,649.4,659.53815,6494,40,1450,"Skype","Unknown","api.aps.skype.com/cosmic-westeurope-ns-e7c12a3f0e9c.trafficmanager.net","Unknown","Skype","Unknown","Unknown","dns"
"192.168.0.29",50546,"20.123.251.172",443,6,1721795874316566,9776390,59,14,1721795884092956,210.35715,301.10953,2945,38,1213,90.118645,171.76956,5317,40,1253,164,161,1721795884090816,1312.9131,278.0573,211379,38,1410,1328.9695,326.6022,217951,40,1450,"Skype","Unknown","api.aps.skype.com/cosmic-westeurope-ns-e7c12a3f0e9c.trafficmanager.net","Unknown","Skype","Skype","File Transfer","dns"
"192.168.0.29",50547,"20.123.251.172",443,6,1721795874316567,1879180,6,2,1721795876195747,337.5,179.5,675,158,517,154.5,188.73946,927,40,557,10,7,1721795875395391,868.8571,630.0859,6082,51,1410,649.4,659.53815,6494,40,1450,"Skype","Unknown","api.aps.skype.com/cosmic-westeurope-ns-e7c12a3f0e9c.trafficmanager.net","Unknown","Skype","Unknown","Unknown","dns"
"192.168.0.29",50548,"40.74.219.49",443,6,1721795874343025,9882700,22,13,1721795884225725,1011.3077,525.37854,13147,158,1440,638.13635,640.0719,14039,40,1480,22,13,1721795884222887,745.38464,621.7074,9690,51,1460,481.54544,601.4624,10594,40,1500,"Skype","Microsoft","azscus1-client-s.gateway.messenger.live.com/ip.azscus1-client-s.msnmessenger.msn.com.akadns.net","Skype","Skype","Amazon","Unknown","dns"
"192.168.0.29",50549,"40.74.219.49",443,6,1721795874350507,9843647,18,10,1721795884194154,1057.7,487.72903,10577,158,1440,628.2778,638.44244,11309,40,1480,17,11,1721795884192261,847.1818,623.797,9319,51,1460,588.8823,644.1484,10011,40,1500,"Skype","Microsoft","azscus1-client-s.gateway.messenger.live.com/ip.azscus1-client-s.msnmessenger.msn.com.akadns.net","Skype","Skype","Amazon","Unknown","dns"
"192.168.0.29",50550,"20.234.159.93",443,6,1721795874350508,9748140,11,6,1721795884098648,320,371.30804,1920,38,1066,215.63637,316.57724,2372,40,1106,18,13,1721795884094907,694.46155,573.6734,9028,38,1460,542.2222,577.7336,9760,40,1500,"Microsoft","Unknown","pnv.skype.com/skype-scd-prod-we-a.westeurope.cloudapp.azure.com","Unknown","Microsoft","Amazon","Unknown","dns"
"192.168.0.119",60777,"192.168.0.1",53,17,1721795874354942,389479,2,2,1721795874354942,41,0,82,41,41,69,0,138,69,69,2,2,1721795874744421,209,0,418,209,209,237,0,474,237,237,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.160",39014,"95.216.195.133",80,6,1721795874446430,118293,5,1,1721795874525742,88,0,88,88,88,71.2,34.53926,356,52,140,5,1,1721795874564723,204,0,204,204,204,94.4,80.85938,472,52,256,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.29",50551,"20.8.134.173",443,6,1721795874564808,9525784,11,4,1721795884090592,531.25,524.1771,2125,60,1390,234.27272,405.97092,2577,40,1430,13,9,1721795884087333,804.7778,589.7879,7243,51,1360,598.0769,614.62616,7775,40,1400,"Skype","Microsoft","options.skype.com/cosmic-westeurope-ns-75a6b08c0143.trafficmanager.net","Unknown","Skype","Amazon","Unknown","dns"
