"sip","sport","dip","dport","proto","first_timestamp","total_time","pkt_fwd_count","pl_fwd_count","last_timestamp_fwd","pl_len_fwd_mean","pl_len_fwd_stdev","pl_len_fwd_total","pl_len_fwd_min","pl_len_fwd_max","pkt_len_fwd_mean","pkt_len_fwd_stdev","pkt_len_fwd_total","pkt_len_fwd_min","pkt_len_fwd_max","pkt_bwd_count","pl_bwd_count","last_timestamp_bwd","pl_len_bwd_mean","pl_len_bwd_stdev","pl_len_bwd_total","pl_len_bwd_min","pl_len_bwd_max","pkt_len_bwd_mean","pkt_len_bwd_stdev","pkt_len_bwd_total","pkt_len_bwd_min","pkt_len_bwd_max","dd","dn","dns","ds","application","app","traffic_type","label"
"192.168.0.222",60121,"216.239.34.223",443,6,1721795097378215,240111393,8,3,1721795337489608,399.33334,366.77542,1198,93,915,191.25,295.61493,1530,40,955,11,7,1721795337489359,771.5714,582.55664,5401,34,1412,532.0909,593.8563,5853,40,1452,"Google","Google","play.googleapis.com","Google","Google","Unknown","Unknown","dns"
"192.168.0.222",60266,"192.168.0.1",53,17,1721795097481837,30944,4,4,1721795097510642,44,0,176,44,44,72,0,288,72,72,4,4,1721795097512781,132,0,528,132,132,160,0,640,160,160,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",49375,"192.168.0.1",53,17,1721795097517493,250,2,2,1721795097517493,44,0,88,44,44,72,0,144,72,72,2,2,1721795097517743,132,0,264,132,132,160,0,320,160,160,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60122,"52.165.165.26",443,6,1721795097518386,820670,12,5,1721795098339056,116.8,60.641235,584,38,211,89.666664,69.00523,1076,40,251,10,7,1721795098338798,408.7143,531.10925,2861,38,1460,327.3,481.51865,3273,40,1500,"Microsoft Update","Microsoft","slscr.update.microsoft.com/glb.sls.prod.dcat.dsp.trafficmanager.net","Unknown","Microsoft Update","Unknown","Unknown","dns"
"192.168.0.131",54185,"172.217.166.100",443,17,1721795097913730,25781869,148,148,1721795123366417,130.64865,279.90207,19336,30,1250,158.64865,279.90207,23480,58,1278,156,156,1721795123695599,681.78204,572.556,106358,23,1250,709.78204,572.55597,110726,51,1278,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",53533,"142.251.36.238",443,17,1721795097953920,346565,30,30,1721795098268680,426.4,541.47546,12792,29,1250,454.4,541.47546,13632,57,1278,28,28,1721795098300485,329.14285,446.17004,9216,22,1250,357.14285,446.17004,10000,50,1278,"Youtube","Google","www.youtube.com/youtube-ui.l.google.com","Google","Google","Gmail","Unknown","dns"
"192.168.0.222",52110,"192.168.0.1",53,17,1721795098015059,4683,2,2,1721795098015060,36,0,72,36,36,64,0,128,64,64,2,2,1721795098019742,68,0,136,68,68,96,0,192,96,96,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",65213,"192.168.0.1",53,17,1721795098020761,300,2,2,1721795098020761,36,0,72,36,36,64,0,128,64,64,2,2,1721795098021061,68,0,136,68,68,96,0,192,96,96,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",59936,"192.168.0.1",53,17,1721795098021466,11692,2,2,1721795098021466,36,0,72,36,36,64,0,128,64,64,2,2,1721795098033158,92,0,184,92,92,120,0,240,120,120,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",64026,"172.217.16.164",443,17,1721795098271433,64588,22,22,1721795098336021,600.8182,592.8245,13218,31,1250,628.8182,592.82446,13834,59,1278,20,20,1721795098315960,442.6,487.91354,8852,22,1250,470.6,487.91354,9412,50,1278,"Google","Google","www.google.com","Google","Google","Instagram","Unknown","dns"
"192.168.0.222",60123,"216.239.34.223",443,6,1721795098698989,240111850,13,7,1721795338810839,1014.2857,558.67926,7100,93,1412,587.0769,650.1846,7632,40,1452,13,7,1721795338810571,757.8571,585.8792,5305,34,1412,449,571.6847,5837,40,1452,"Google","Google","play.googleapis.com","Google","Google","Unknown","Unknown","dns"
"192.168.0.222",55690,"192.168.0.1",53,17,1721795098771547,160836265,6,6,1721795101774832,41,0,246,41,41,69,0,414,69,69,6,6,1721795259607812,41,0,246,41,41,69,0,414,69,69,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.124",56063,"192.168.0.1",53,17,1721795099523113,255,2,2,1721795099523113,37,0,74,37,37,65,0,130,65,65,2,2,1721795099523368,101,0,202,101,101,129,0,258,129,129,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.124",55881,"216.239.36.223",443,6,1721795099524488,240187231,11,5,1721795339711719,883.4,607.67737,4417,93,1412,442.63635,600.39417,4869,40,1452,12,7,1721795339711408,750.1429,588.73505,5251,34,1412,478.58334,581.4596,5743,40,1452,"Google","Google","play.googleapis.com","Google","Google","Gmail","Unknown","dns"
"192.168.0.222",64491,"192.168.0.1",53,17,1721795101590382,230403529,6,6,1721795104597986,52,0,312,52,52,80,0,480,80,80,6,6,1721795331993911,52,0,312,52,52,80,0,480,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",58383,"52.42.200.139",443,6,1721795101766644,6711437,33,24,1721795108478081,1059,489.12372,25416,31,1348,822.5455,629.1906,27144,52,1400,20,7,1721795108296538,123.14286,107.73171,862,31,323,95.5,86.49018,1910,52,375,"Unknown","Amazon","Unknown","Unknown","Slack","Slack","Unknown","dns"
"192.168.0.131",58384,"52.42.200.139",443,6,1721795102017434,1464615,9,3,1721795103482049,669.3333,526.7494,2008,64,1348,273.77777,438.96082,2464,40,1400,8,3,1721795103300618,147.33333,70.225044,442,62,234,108.25,82.66461,866,52,286,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Unknown","dns"
"192.168.0.222",51913,"192.168.0.1",53,17,1721795102230988,53604,4,4,1721795102260407,45,0,180,45,45,73,0,292,73,73,4,4,1721795102284592,61,0,244,61,61,89,0,356,89,89,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60124,"142.251.36.234",443,6,1721795102267947,78001,14,7,1721795102340205,203.71428,248.35097,1426,24,675,142.71428,202.60533,1998,40,715,17,10,1721795102345948,572,573.53955,5720,31,1412,377.17648,521.8048,6412,40,1452,"Google","Google","firestore.googleapis.com","Google","Google","Gotomeeting","Unknown","dns"
"192.168.0.222",52759,"192.168.0.1",53,17,1721795102267987,24001,4,4,1721795102291780,45,0,180,45,45,73,0,292,73,73,4,4,1721795102291988,73,0,292,73,73,101,0,404,101,101,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",58385,"216.239.38.223",443,6,1721795103431638,241132191,60,54,1721795344563829,1296.3889,221.01471,70005,64,1348,1218.95,441.31012,73137,52,1400,54,3,1721795344293963,468,494.79355,1404,27,1159,78.14815,158.38753,4220,52,1211,"Google","Google","play.googleapis.com","Google","Google","Unknown","Unknown","dns"
"192.168.0.131",58386,"216.58.200.133",443,6,1721795104419654,4215188,35,19,1721795108634842,848.8421,563.9467,16128,31,1348,513.1429,592.5756,17960,52,1400,30,13,1721795108452552,610.8461,509.38602,7941,31,1348,317.23334,451.42587,9517,52,1400,"Unknown","Google","Unknown","Unknown","Dailymotion","Dailymotion","Unknown","dns"
"192.168.0.131",58387,"216.58.200.133",443,6,1721795104673316,3961552,11,3,1721795108634868,772.6667,527.36914,2318,74,1348,263.81818,440.24823,2902,52,1400,8,3,1721795108452810,808,514.3177,2424,116,1348,357,501.00998,2856,52,1400,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown","dns"
"192.168.0.119",57332,"192.168.0.1",53,17,1721795104976943,1607674,4,4,1721795105985082,52,0,208,52,52,80,0,320,80,80,4,4,1721795106584617,52,0,208,52,52,80,0,320,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",58755,"192.168.0.1",53,6,1721795105135353,1664,6,2,1721795105137017,15,13,30,2,28,47,10.311802,282,40,68,6,1,1721795105136938,46,0,46,46,46,49.666668,16.829206,298,40,86,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",58756,"192.168.0.1",53,6,1721795105135751,1421,6,2,1721795105137172,15,13,30,2,28,47,10.311802,282,40,68,6,1,1721795105137070,55,0,55,55,55,51.166668,20.086617,307,40,95,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",54515,"142.251.36.206",443,17,1721795105137539,75812,18,18,1721795105209517,403.77777,515.66327,7268,31,1250,431.77777,515.66327,7772,59,1278,18,18,1721795105213351,535.3333,505.27573,9636,21,1250,563.3333,505.27576,10140,49,1278,"Google","Google","clients4.google.com/clients.l.google.com","Google","Google","Zoom","Unknown","dns"
"192.168.0.65",58669,"142.251.36.202",443,17,1721795105143042,160856,22,22,1721795105271660,309.36365,466.182,6806,31,1250,337.36365,466.182,7422,59,1278,24,24,1721795105303898,353.16666,472.04413,8476,21,1250,381.16666,472.0441,9148,49,1278,"Google","Google","www.googleapis.com","Google","Google","Snapchat","Unknown","dns"
"192.168.0.222",60752,"192.168.0.1",53,17,1721795106556888,220,2,2,1721795106556888,49,0,98,49,49,77,0,154,77,77,2,2,1721795106557108,129,0,258,129,129,157,0,314,157,157,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60125,"142.251.36.202",443,6,1721795106557589,240269933,8,3,1721795346827522,561.6667,587.4081,1685,93,1390,252.125,450.23895,2017,40,1430,11,7,1721795346827196,781,581.3206,5467,34,1412,538.0909,595.92303,5919,40,1452,"Google","Google","www.googleapis.com","Google","Google","Unknown","Unknown","dns"
"192.168.0.119",58010,"192.168.0.1",53,17,1721795107373277,372,2,2,1721795107373277,52,0,104,52,52,80,0,160,80,80,2,2,1721795107373649,52,0,104,52,52,80,0,160,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",52561,"192.168.0.1",53,17,1721795107608391,4481,2,2,1721795107608391,43,0,86,43,43,71,0,142,71,71,2,2,1721795107612872,97,0,194,97,97,125,0,250,125,125,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",61866,"192.168.0.1",53,17,1721795107613681,341,2,2,1721795107613681,42,0,84,42,42,70,0,140,70,70,2,2,1721795107614022,58,0,116,58,58,86,0,172,86,86,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",57947,"192.168.0.1",53,17,1721795107614401,2934,2,2,1721795107614401,42,0,84,42,42,70,0,140,70,70,2,2,1721795107617335,127,0,254,127,127,155,0,310,155,155,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60126,"34.107.243.93",443,6,1721795107616535,170616696,16,8,1721795278233231,125.125,208.06816,1001,24,673,103.3125,159.6084,1653,40,713,13,7,1721795278232944,536.7143,582.4941,3757,31,1412,329.92307,503.7517,4289,40,1452,"Mozilla","Unknown","autopush.prod.mozaws.net","Mozilla","Mozilla","Meta","Unknown","dns"
"192.168.0.222",60127,"34.107.243.93",443,6,1721795107645678,300359434,8,5,1721795407998114,420.4,461.3678,2102,28,1230,304.25,416.75854,2434,40,1270,9,4,1721795408005112,308,292.53717,1232,24,798,178.22223,247.19841,1604,40,838,"Mozilla","Unknown","autopush.prod.mozaws.net","Mozilla","Mozilla","Unknown","Unknown","dns"
"192.168.0.222",65145,"192.168.0.1",53,17,1721795108000060,26628,4,4,1721795108022683,55,0,220,55,55,83,0,332,83,83,4,4,1721795108026688,133,0,532,133,133,161,0,644,161,161,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.65",58823,"142.251.37.3",443,17,1721795108013474,73060,18,18,1721795108086534,402.55554,514.2941,7246,31,1250,430.55554,514.2942,7750,59,1278,22,22,1721795108085868,409.18182,481.58975,9002,22,1250,437.18182,481.58972,9618,50,1278,"Google","Google","c.pki.goog/pki-goog.l.google.com","Unknown","Google","Snapchat","Unknown","dns"
"192.168.0.222",60128,"34.149.100.209",443,6,1721795108026180,171210709,39,16,1721795279236889,96,70.548744,1536,31,263,79.69231,65.19995,3108,40,303,68,55,1721795279236660,1098.2181,547.93713,60402,4,1412,928.44116,654.99615,63134,40,1452,"Mozilla","Google","firefox.settings.services.mozilla.com/prod.remote-settings.prod.webservices.mozgcp.net","Mozilla","Mozilla","Gotomeeting","Unknown","dns"
"192.168.0.222",62842,"192.168.0.1",53,17,1721795108026440,191,2,2,1721795108026440,66,0,132,66,66,94,0,188,94,94,2,2,1721795108026631,82,0,164,82,82,110,0,220,110,110,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",64068,"192.168.0.1",53,17,1721795108027153,3173,2,2,1721795108027153,66,0,132,66,66,94,0,188,94,94,2,2,1721795108030326,159,0,318,159,159,187,0,374,187,187,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",55841,"192.168.0.1",53,17,1721795108110714,99697,4,4,1721795108138522,53,0,212,53,53,81,0,324,81,81,4,4,1721795108210411,207,0,828,207,207,235,0,940,235,235,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",60129,"34.160.144.191",443,6,1721795108211192,221242544,24,14,1721795329453736,99.92857,77.43243,1399,31,261,98.791664,76.62951,2371,40,301,29,16,1721795329453521,599.4375,613.6974,9591,38,1412,371.13794,544.4207,10763,40,1452,"Mozilla","Google","prod.content-signature-chains.prod.webservices.mozgcp.net","Mozilla","Mozilla","Unknown","Unknown","dns"
"192.168.0.222",51716,"192.168.0.1",53,17,1721795108211333,297,2,2,1721795108211333,75,0,150,75,75,103,0,206,103,103,2,2,1721795108211630,91,0,182,91,91,119,0,238,119,119,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.222",59081,"192.168.0.1",53,17,1721795108213199,23057,2,2,1721795108213199,75,0,150,75,75,103,0,206,103,103,2,2,1721795108236256,103,0,206,103,103,131,0,262,131,131,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",58388,"216.58.200.133",443,6,1721795109794915,3840527,35,19,1721795113635442,853.0526,563.59766,16208,31,1348,515.4286,593.893,18040,52,1400,30,13,1721795113454386,628.2308,503.6875,8167,31,1348,324.76666,454.49435,9743,52,1400,"Unknown","Google","Unknown","Unknown","Dailymotion","Dailymotion","Unknown","dns"
"192.168.0.131",58389,"216.58.200.133",443,6,1721795110041580,3593914,11,3,1721795113635494,751.3333,523.22675,2254,74,1348,258,431.50394,2838,52,1400,8,3,1721795113455060,808,514.3177,2424,116,1348,357,501.00998,2856,52,1400,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown","dns"
"192.168.0.160",44426,"142.251.37.3",443,17,1721795110194115,62094,18,18,1721795110256209,531.44446,561.41077,9566,31,1250,559.44446,561.41077,10070,59,1278,22,22,1721795110236878,409.9091,480.39822,9018,22,1250,437.9091,480.3982,9634,50,1278,"Google","Google","c.pki.goog/pki-goog.l.google.com","Unknown","Google","Viber","Unknown","dns"
"192.168.0.160",59841,"172.217.16.174",443,17,1721795111007795,60077702,172,172,1721795171082420,555.3605,562.8598,95522,31,1250,583.3605,562.8598,100338,59,1278,150,150,1721795171085497,217.49333,308.61176,32624,22,1250,245.49333,308.6117,36824,50,1278,"Google","Google","play.google.com","Google","Google","Unknown","Text Chat","dns"
"192.168.0.222",63528,"192.168.0.1",53,17,1721795111303596,220690544,6,6,1721795114327103,52,0,312,52,52,80,0,480,80,80,6,6,1721795331994140,52,0,312,52,52,80,0,480,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.119",64108,"192.168.0.1",53,17,1721795112150747,89927740,6,6,1721795115167385,52,0,312,52,52,80,0,480,80,80,6,6,1721795202078487,52,0,312,52,52,80,0,480,80,80,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.160",51436,"142.251.36.227",443,17,1721795113098131,61006,22,22,1721795113159137,516.36365,563.17175,11360,31,1250,544.36365,563.17175,11976,59,1278,26,26,1721795113140203,531.0769,536.66724,13808,21,1250,559.0769,536.66724,14536,49,1278,"Google","Google","update.googleapis.com","Google","Google","Unknown","Unknown","dns"
"192.168.0.160",40068,"142.251.37.10",443,17,1721795113186226,95694,18,18,1721795113275460,507.44446,552.78485,9134,31,1250,535.44446,552.78485,9638,59,1278,20,20,1721795113281920,469.4,489.42294,9388,24,1250,497.4,489.42297,9948,52,1278,"Google","Google","www.googleapis.com","Google","Google","Youtube","Unknown","dns"
"192.168.0.160",50976,"142.251.37.14",443,17,1721795113324401,138670,38,38,1721795113457168,759.6316,569.0674,28866,31,1250,787.6316,569.0674,29930,59,1278,38,38,1721795113463071,360.10526,504.40106,13684,21,1250,388.10526,504.40103,14748,49,1278,"Google Chat","Google","chat.google.com","Google Drive","Google Drive","Unknown","Unknown","dns"
"192.168.0.131",58390,"216.58.200.133",443,6,1721795114204245,9431459,113,43,1721795123635704,872.97675,567.9056,37538,31,1348,384.30087,549.8211,43426,52,1400,109,71,1721795123454367,1065.986,460.60272,75685,31,1348,746.5046,629.31146,81369,52,1400,"Unknown","Google","Unknown","Unknown","TikTok","TikTok","Unknown","dns"
"192.168.0.131",58391,"34.196.87.188",443,6,1721795114209696,4196673,17,9,1721795118406369,663.6667,538.33484,5973,38,1348,404.05884,512.5136,6869,52,1400,12,4,1721795118226483,119.5,65.53434,478,38,206,92.5,67.5037,1110,52,258,"Grammarly","Amazon","in.grammarly.com","Unknown","Grammarly","Unknown","Unknown","dns"
"192.168.0.131",58392,"3.213.103.225",443,6,1721795114219379,4185370,16,9,1721795118404749,694.1111,530.7614,6247,38,1348,443.1875,525.78406,7091,52,1400,11,3,1721795118223311,183,98.62048,549,78,315,102.63636,96.060844,1129,52,367,"Grammarly","Amazon","gnar.grammarly.com","Unknown","Grammarly","Unknown","Unknown","dns"
"192.168.0.131",58393,"199.232.106.132",443,6,1721795114220562,4244244,15,7,1721795118464806,432.42856,471.16992,3027,31,1348,253.8,387.50555,3807,40,1400,15,5,1721795118283212,502.4,430.4503,2512,24,1104,220,343.04227,3300,52,1156,"Unknown","Unknown","Unknown","Unknown","Meta","Meta","Unknown","dns"
"192.168.0.131",58394,"216.58.200.133",443,6,1721795114454822,4181772,11,3,1721795118636594,751.3333,523.22675,2254,74,1348,258,431.50394,2838,52,1400,8,3,1721795118455017,808,514.3177,2424,116,1348,357,501.00998,2856,52,1400,"Unknown","Google","Unknown","Unknown","Google","Unknown","Unknown","dns"
"192.168.0.131",58395,"34.196.87.188",443,6,1721795114460521,3947197,9,3,1721795118407718,659.3333,532.5363,1978,51,1348,273.1111,436.5367,2458,52,1400,6,2,1721795118226760,112.5,43.5,225,69,156,90.833336,57.897648,545,52,208,"Grammarly","Amazon","in.grammarly.com","Unknown","Grammarly","Unknown","Unknown","dns"
"192.168.0.131",58396,"3.213.103.225",443,6,1721795114470246,3934554,9,3,1721795118404800,638.6667,536.4416,1916,51,1348,266.22223,431.29233,2396,52,1400,6,2,1721795118223363,112.5,43.5,225,69,156,90.833336,57.897648,545,52,208,"Grammarly","Amazon","gnar.grammarly.com","Unknown","Grammarly","Unknown","Unknown","dns"
"192.168.0.131",58397,"199.232.106.132",443,6,1721795114470310,4008373,8,3,1721795118478683,694,524.46545,2082,64,1348,312.25,464.83163,2498,40,1400,8,2,1721795118297400,238.5,214.5,477,24,453,112.625,148.51173,901,52,505,"Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","dns"
"192.168.0.131",58398,"52.42.200.139",443,6,1721795115211622,3267012,32,25,1721795118478634,1016.64,499.30222,25416,31,1348,846.625,608.9415,27092,52,1400,17,5,1721795118296255,161.2,106.885735,806,31,324,99.882355,93.34873,1698,52,376,"Unknown","Amazon","Unknown","Unknown","Slack","Slack","Unknown","dns"
"192.168.0.131",58399,"52.42.200.139",443,6,1721795115462538,3018035,12,3,1721795118480573,629.3333,535.28644,1888,64,1348,210.33333,381.56332,2524,52,1400,10,6,1721795118299283,902,568.6897,5412,62,1348,594,623.25726,5940,52,1400,"Unknown","Amazon","Unknown","Unknown","Amazon","Unknown","Unknown","dns"
"192.168.0.138",53842,"40.127.240.158",443,6,1721795115947998,205333,12,6,1721795116153331,239.33333,195.13046,1436,31,570,160.66667,182.01572,1928,40,610,11,7,1721795116153168,642.5714,585.3941,4498,62,1460,450,559.23114,4950,40,1500,"Microsoft","Microsoft","settings-win.data.microsoft.com/settings-prod-neu-1.northeurope.cloudapp.azure.com","Microsoft","Microsoft","Apple","Unknown","dns"
"192.168.0.160",58836,"142.251.36.202",443,17,1721795116084060,473712,34,34,1721795116551149,437.17648,534.03827,14864,31,1250,465.17648,534.03827,15816,59,1278,34,34,1721795116557772,414.41177,487.3677,14090,24,1250,442.41177,487.36774,15042,52,1278,"Google","Google","www.googleapis.com","Google","Google","Facebook TV","Unknown","dns"
"192.168.0.138",53843,"40.127.240.158",443,6,1721795116236452,202719,13,7,1721795116439171,341.14285,464.8983,2388,31,1440,224.61539,380.7512,2920,40,1480,12,8,1721795116439016,562.25,584.97687,4498,31,1460,415.83334,545.56696,4990,40,1500,"Microsoft","Microsoft","settings-win.data.microsoft.com/settings-prod-neu-1.northeurope.cloudapp.azure.com","Microsoft","Microsoft","Unknown","Unknown","dns"
